78346,Longnes,25401.2
78349,Longvilliers,31364.4
78350,Louveciennes,35772.4
78354,Magnanville,23361
78356,Magny-les-Hameaux,26455.6
78358,Maisons-Laffitte,33846.8
78361,Mantes-la-Jolie,15487
78362,Mantes-la-Ville,18923.2
78364,Marcq,29176
78366,Mareil-le-Guyon,31661.3
78367,Mareil-Marly,36990.5
78368,Mareil-sur-Mauldre,31820
78372,Marly-le-Roi,29382.8
78380,Maule,27237
78381,Maulette,25293.8
78382,Maurecourt,26652
78383,Maurepas,25095.2
78384,Médan,33553.3
78385,Ménerville,24602.4
78389,Méré,31691.4
78391,Méricourt,22648.6
78396,Le Mesnil-le-Roi,32771.7
78397,Le Mesnil-Saint-Denis,31512.5
78398,Les Mesnuls,32236.8
78401,Meulan-en-Yvelines,20148
78402,Mézières-sur-Seine,24796.1
78403,Mézy-sur-Seine,26448.7
78404,Millemont,32479.1
78406,Milon-la-Chapelle,36893.7
78407,Mittainville,25679
78410,Moisson,24016.7
78413,Mondreville,21848
78415,Montainville,32261.2
78416,Montalet-le-Bois,26497
78417,Montchauvet,27496.7
78418,Montesson,29743.2
78420,Montfort-l'Amaury,30568.5
78423,Montigny-le-Bretonneux,28326.8
78431,Morainvilliers,35034.3
78437,Mousseaux-sur-Seine,24622.8
78439,Mulcent,27727
78440,Les Mureaux,16214.6
78442,Neauphle-le-Château,29214
78443,Neauphle-le-Vieux,30994.6
78444,Neauphlette,26339.3
78451,Nézel,24669.2
78455,Noisy-le-Roi,35031.3
78460,Oinville-sur-Montcient,27054.4
78464,Orcemont,27541.3
78465,Orgerus,26935.6
78466,Orgeval,34516.2
78470,Orphin,28001.4
78472,Orsonville,22948.7
78474,Orvilliers,23585.7
78475,Osmoy,29027.1
78478,Paray-Douaville,24177.2
78481,Le Pecq,28214
78484,Perdreauville,26086.5
78486,Le Perray-en-Yvelines,26742.7
78490,Plaisir,23243
78497,Poigny-la-Forêt,30952
78498,Poissy,21845.6
78499,Ponthévrard,26727.1
78501,Porcheville,22670
78502,Le Port-Marly,25299.3
78503,Port-Villez,25106.1
78505,Prunay-le-Temple,25577
78506,Prunay-en-Yvelines,27766.1
78513,La Queue-les-Yvelines,27115.3
78516,Raizeux,27936.9
78517,Rambouillet,25034
78518,Rennemoulin,35686.4
78520,Richebourg,27743.3
78522,Rochefort-en-Yvelines,32303.2
78524,Rocquencourt,35064.3
78528,Rolleboise,20845.3
78530,Rosay,25441.3
78531,Rosny-sur-Seine,21145.6
78536,Sailly,24561.6
78537,Saint-Arnoult-en-Yvelines,26978.4
78545,Saint-Cyr-l'École,23531.1
78548,Saint-Forget,35460.6
78550,Saint-Germain-de-la-Grange,32478
78551,Saint-Germain-en-Laye,29426.8
78557,Saint-Hilarion,26523.8
78558,Saint-Illiers-la-Ville,26533.8
78559,Saint-Illiers-le-Bois,26071.3
78561,Saint-Lambert,36755.6
78562,Saint-Léger-en-Yvelines,27233.2
78564,Saint-Martin-de-Bréthencourt,25393.3
78565,Saint-Martin-des-Champs,32428.5
78567,Saint-Martin-la-Garenne,26280
78569,Sainte-Mesme,26745.8
78571,Saint-Nom-la-Bretèche,41473.8
78575,Saint-Rémy-lès-Chevreuse,33013
78576,Saint-Rémy-l'Honoré,31297.3
78586,Sartrouville,22232.5
78588,Saulx-Marchais,27489.3
78590,Senlisse,33009.5
78591,Septeuil,25583
78597,Soindres,27054.5
78601,Sonchamp,26566.4
78605,Tacoignières,26586.5
78606,Le Tartre-Gaudran,
78608,Le Tertre-Saint-Denis,25259
78609,Tessancourt-sur-Aubette,26125
78615,Thiverval-Grignon,27852
78616,Thoiry,27218
78618,Tilly,26953.5
78620,Toussus-le-Noble,32158
78621,Trappes,16269.5
78623,Le Tremblay-sur-Mauldre,29256.4
78624,Triel-sur-Seine,26612.1
78638,Vaux-sur-Seine,27057.2
78640,Vélizy-Villacoublay,26273.3
78642,Verneuil-sur-Seine,26293.9
78643,Vernouillet,25525.3
78644,La Verrière,16799.6
78646,Versailles,30370
78647,Vert,27604.7
78650,Le Vésinet,38846.7
78653,Vicq,32648.1
78655,Vieille-Église-en-Yvelines,31450
78668,La Villeneuve-en-Chevrie,24830
78672,Villennes-sur-Seine,38565.7
78674,Villepreux,26997.6
78677,Villette,26989.2
78681,Villiers-le-Mahieu,27968
78683,Villiers-Saint-Frédéric,30778.8
78686,Viroflay,33028.5
78688,Voisins-le-Bretonneux,33496
79001,L'Absie,17920
79002,Adilly,19673.5
79003,Aiffres,22065
79004,Aigonnay,21386.7
79005,Airvault,18986
79006,Les Alleuds,17526.1
79007,Allonne,17699
79008,Amailloux,17161.4
91001,Abbéville-la-Rivière,24920
91016,Angerville,20115.4
91017,Angervilliers,25908
91021,Arpajon,20274
91022,Arrancourt,25283.6
