OBJECTID,N_SQ_EP,L_EP_MAJ,L_EP_MIN,C_CAINSEE,C_POSTAL,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,C_NIV1,C_NIV2,C_NIV3,B_PUBLIC,C_GESTION,D_ANNEE_CR,B_SITE,B_MONUMENT,B_LOGISTIQ,L_INF_COMP,LIB_QL1,VAL_QL1,LIB_QL2,VAL_QL2,LIB_QL3,VAL_QL3,LIB_QN1,VAL_QN1,LIB_QN2,VAL_QN2,LIB_QN3,VAL_QN3,N_SQ_CO,N_SQ_AR,N_SQ_EE,B_LOCAL,B_TERRITOR,B_METROPOL,C_MET,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,N_SQ_IR
434,753003064,"JARDIN DES DEUX NETHES","Jardin des Deux Nèthes",75118,75008,24,"NULL","NULL","NULL","AVENUE","NULL","CLICHY",15,151,15112,"O","M",2003,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002640,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004102
435,753003177,"SQUARE LEOPOLD ACHILLE","Square Leopold Achille",75103,75003,5,"NULL","NULL","NULL","RUE","NULL","PARC ROYAL",15,151,15112,"O","M",1913,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000003,750000134,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004492
436,753002760,"SQUARE DU SERMENT DE KOUFRA","Square du Serment de Koufra",75114,75004,30,"NULL","NULL","NULL","AVENUE","NULL","ERNEST REYER",15,151,15112,"O","M",1930,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001711,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004895
437,753002865,"JARDIN DE LA PLACE LOUIS ARMSTRONG","Jardin de la Place Louis Armstrong",75113,75003,2,"NULL","NULL","NULL","PLACE","NULL","LOUIS ARMSTRONG",15,151,15112,"O","M",2005,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001454,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004425
438,753003001,"SQUARE PABLO CASALS","Square Pablo Casals",75115,75005,41,"NULL","NULL","NULL","RUE","NULL","EMERIAU",15,151,15112,"O","M",1979,"NULL","NULL","NULL","NULL","37","O","38","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001922,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004627
439,753002385,"JARDIN DE LA MAIRIE DU VEME ARRONDISSEMENT","Jardin de la Mairie du Veme Arrondissement",75105,75005,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000005,750004938,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004659
440,753002812,"JARDIN DE REUILLY","Jardin de Reuilly",75112,75002,1,"NULL","NULL","NULL","RUE","NULL","ALBINONI",15,151,15112,"O","M",1991,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000012,750001236,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004744
441,753003296,"SQUARE DES JARDINIERS","Square des Jardiniers",75111,75001,4,"NULL","NULL","NULL","PASSAGE","NULL","DUMAS",15,151,15112,"O","M",1985,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750001090,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004606
442,753002919,"JARDIN DE LA GARE DE CHARONNE","Jardin de la Gare de Charonne",75120,75000,59,"NULL","NULL","NULL","BOULEVARD","NULL","DAVOUT",15,151,15112,"O","M",1986,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003154,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004010
443,753003000,"SQUARE NICOLE DE HAUTECLOCQUE","Square Nicole de Hauteclocque",75115,75005,1,"NULL","NULL","NULL","VOIE","NULL","CV/15",15,151,15112,"O","M",1998,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001917,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004607
444,753003223,"JARDIN DES GRANDS EXPOLRATEURS MARCO POLO ET ROBERT CAVELIER DE LA SALLE","Jardin des grands explorateurs Marco Polo et Robert Cavelier de la Salle",75106,75006,10,"NULL","NULL","NULL","AVENUE","NULL","OBSERVATOIRE",15,151,15112,"O","M",1867,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000006,750003479,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004746
445,753002394,"JARDIN DE L'EGLISE SAINT-VINCENT DE PAUL","Jardin de l'Eglise Saint-Vincent de Paul",75110,75000,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"NULL","NULL",1967,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000010,750000941,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004193
446,753002862,"JARDIN DE LA MONGOLFIÈRE","Jardin de la Mongolfière",75113,75003,38,"NULL","NULL","NULL","RUE","NULL","MOULINET",15,151,15112,"O","M",1989,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001423,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004824
447,753002982,"SQUARE DE LA PLACE JULES HENAFFE","Square de la Place Jules Henaffe",75114,75004,1,"NULL","NULL","NULL","PLACE","NULL","JULES HENAFFE",15,151,15112,"O","M",1950,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001709,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004848
448,753003207,"SQUARE DES ARENES DE LUTECE","Square des Arenes de Lutece",75105,75005,2,"NULL","NULL","NULL","PLACE","NULL","EMILE MALE",15,151,15112,"O","M",1923,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000005,750000337,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004719
449,753003188,"SQUARE CHARLES-VICTOR LANGLOIS","Square Charles-Victor Langlois",75104,75004,6,"NULL","NULL","NULL","RUE","NULL","BLANCS MANTEAUX",15,151,15112,"O","M",1960,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000004,750000198,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004507
450,753002999,"SQUARE NECKER","Square Necker",75115,75005,1,"NULL","NULL","NULL","RUE","NULL","TESSIER",15,151,15112,"O","M",1900,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001939,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750003907
451,753003012,"JARDIN DES SERRES D'AUTEUIL","Jardin des Serres d'Auteuil",75116,75006,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1898,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750002275,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004879
452,753002808,"BOIS DE VINCENNES","Bois de Vincennes",75112,75002,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15111,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000012,750003345,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004814
453,753003153,"JARDIN DE L'INFANTE","Jardin de l'infante",75101,75001,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000001,750000030,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004460
454,753003163,"SQUARE LOUVOIS","Square Louvois",75102,75002,69,"B","NULL","NULL","RUE","NULL","RICHELIEU",15,151,15112,"O","M",1859,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000002,750000088,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004350
455,753003117,"SQUARE HENRI KARCHER","Square Henri Karcher",75120,75000,165,"NULL","NULL","NULL","RUE","NULL","PYRENEES",15,151,15112,"O","M",1933,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003145,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004402
456,753003222,"JARDIN DE LA RUE JACOB","Jardin de la Rue Jacob",75106,75006,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000006,750004931,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004535
457,753002568,"SAINT-LAURENT","Saint-Laurent",75110,75000,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15113,"N","A",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000010,750000952,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004248
458,753002733,"JARDIN DU MUSÉE DE MONTMARTRE","Jardin du Musée de Montmartre",75118,75008,0,"NULL","NULL","NULL","NULL","NULL","8/10 RUE CORTOT",15,152,15211,"NULL","NULL",2012,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750005366,"N","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004106
459,753002429,"JARDINET DU MOULIN DE LA GALETTE","Jardinet du Moulin de la Galette",75118,75008,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750005281,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004110
460,753002581,"JARDIN DE LA RUE DU COLONEL MANHÈS (JARDIN PARTAGÉ)","Jardin de la rue du Colonel Manhès (Jardin partagé)",75117,75007,12,"NULL","NULL","NULL","RUE","NULL","COLONEL MANHES",15,151,15113,"N","A",2005,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000017,750005082,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004031
461,753002789,"PARC GEORGES BRASSENS","Parc Georges Brassens",75115,75005,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1977,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001954,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004813
462,753003186,"SQUARE ALBERT SCHWEITZER","Square Albert Schweitzer / CIA",75104,75004,18,"NULL","NULL","NULL","RUE","NULL","HOTEL VILLE",15,151,15112,"O","M",1968,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000004,750000203,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004560
463,753003025,"SQUARE ALEXANDRE 1ER DE YOUGOSLAVIE","Square Alexandre 1er de Yougoslavie",75116,75006,5,"B","NULL","NULL","PLACE","NULL","COLOMBIE",15,151,15112,"O","M",1983,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750002260,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004306
464,753002900,"SQUARE HENRI ROUSSELLE","Square Henri Rousselle",75113,75003,4,"NULL","NULL","NULL","RUE","NULL","BUTTE CAILLES",15,151,15112,"O","M",2001,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001421,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004015
465,753003299,"SQUARE JEAN ALLEMANE","Square Jean Allemane",75111,75001,9,"NULL","NULL","NULL","RUE","NULL","BELFORT",15,151,15112,"O","M",1962,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750001083,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004526
466,753002814,"JARDIN DES ILES DU LAC DAUMESNIL","Jardin des Iles du Lac Daumesnil",75112,75002,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000012,750003348,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004882
467,753002895,"SQUARE GANDON","Square Gandon",75113,75003,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750005017,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004896
468,753003023,"PARC SAINTE-PERINE","Parc Sainte-Perine",75116,75006,41,"NULL","NULL","NULL","RUE","NULL","MIRABEAU",15,151,15112,"O","M",1984,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750002278,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004706
469,753003205,"SQUARE ANDRÉ LEFEVRE","Square André Lefevre",75105,75005,2,"NULL","NULL","NULL","RUE","NULL","PARCHEMINERIE",15,151,15112,"O","M",1923,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000005,750000319,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004602
470,753003238,"JARDIN VALMY-TERRAGE","Jardin Valmy-Terrage",75110,75000,6,"NULL","NULL","NULL","RUE","NULL","MONSEIGNEUR RODHAIN",15,151,15112,"O","M",1984,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000010,750000948,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004208
471,753002412,"PARC DE LA CITÉ UNIVERSITAIRE","Parc de la Cité Universitaire",75114,75004,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,152,15211,"NULL","NULL",2003,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750003609,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004899
472,753003112,"SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT","Square Maurice Kriegel-Valrimont dit Square de Clignancourt",75118,75008,36,"NULL","NULL","NULL","SQUARE","NULL","CLIGNANCOURT",15,151,15112,"O","M",1914,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002629,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004041
473,753003262,"JARDINS DU 159 RUE DE CHARONNE","Jardins du 159 Rue de Charonne",75111,75001,159,"NULL","NULL","NULL","RUE","NULL","CHARONNE",15,151,15112,"O","M",1975,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750001084,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004529
474,753002786,"JARDIN FELIX FAURE-LOURMEL","Jardin Felix Faure-Lourmel",75115,75005,167,"NULL","NULL","NULL","RUE","NULL","LOURMEL",15,151,15112,"O","M",1938,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001940,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004780
475,753002860,"JARDIN DE LA DALLE D'IVRY","Jardin de la Dalle d'ivry",75113,75003,28,"NULL","NULL","NULL","AVENUE","NULL","CHOISY",15,151,15112,"O","M",2013,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001431,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004851
476,753003312,"SQUARE DE L'ABBÉ ESQUERRE","Square de l'abbé Esquerre",75107,75007,1,"NULL","NULL","NULL","PLACE","NULL","PRESIDENT MITHOUARD",15,151,15112,"O","M",1994,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000007,750000631,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004630
477,753002958,"SQUARE DU DOCTEUR VARIOT","Square du Docteur Variot",75120,75000,160,"NULL","NULL","NULL","AVENUE","NULL","GAMBETTA",15,151,15112,"O","M",1927,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003116,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004233
478,753003263,"SQUARE BOULEVARD RICHARD LENOIR (BRÉGUET - SAINT SABIN)","Square Boulevard Richard Lenoir (Bréguet - Saint Sabin)",75111,75001,35,"NULL","NULL","NULL","BOULEVARD","NULL","RICHARD LENOIR",15,151,15112,"O","M",1923,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750005002,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004540
479,753002764,"SQUARE GEORGES LAMARQUE","Square Georges Lamarque",75114,75004,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1904,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750001680,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004457
480,753002980,"SQUARE DE L'AVENUE RENÉ COTY","Square de l'Avenue René Coty",75114,75004,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000014,750005065,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004833
481,753002942,"SQUARE DE LA RUE DES MURIERS","Square de la Rue des Muriers",75120,75000,8,"NULL","NULL","NULL","RUE","NULL","PRUNIERS",15,151,15112,"O","M",1983,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003138,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004370
482,753003126,"JARDIN D'IMMEUBLES MARSEILLAISE-CHEMINETS","Jardin d'immeubles Marseillaise-Cheminets",75119,75009,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",1964,"NULL","NULL","NULL","NULL","37","O","38","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000019,750002858,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004868
483,753002784,"JARDIN DU GRAND PAVOIS","Jardin du Grand Pavois",75115,75005,187,"NULL","NULL","NULL","RUE","NULL","LOURMEL",15,151,15112,"O","M",1976,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750005048,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004432
484,753003016,"JARDIN JAN DOORNIK","Jardin Jan Doornik",75116,75006,27,"NULL","NULL","NULL","BOULEVARD","NULL","FLANDRIN",15,151,15112,"O","M",1989,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000016,750002254,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004306
485,753003307,"JARDIN DE L'ABONDANCE","Jardin de l'abondance",75107,75007,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000007,750000625,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:51.000Z",750004471
486,753002777,"JARDIN D'IMMEUBLES DE LA PORTE BRANCION","Jardin d'immeubles de la Porte Brancion",75115,75005,5,"NULL","NULL","NULL","AVENUE","NULL","PORTE BRANCION",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750001910,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:57.000Z",750004889
487,753002894,"SQUARE FLORENCE BLUMENTHAL","Square Florence Blumenthal",75113,75003,93,"NULL","NULL","NULL","RUE","NULL","CHATEAU RENTIERS",15,151,15112,"O","M",1931,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750001422,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:58.000Z",750004821
488,753002944,"SQUARE DE LA RUE PAGANINI","Square de la Rue Paganini",75120,75000,48,"NULL","NULL","NULL","BOULEVARD","NULL","DAVOUT",15,151,15112,"O","M",1985,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003155,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004877
489,753003084,"SQUARE EUGENIE COTTON","Square Eugenie Cotton",75119,75009,60,"NULL","NULL","NULL","RUE","NULL","COMPANS",15,151,15112,"O","M",1995,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000019,750002872,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:56.000Z",750004195
490,753003300,"SQUARE JULES FERRY","Square Jules Ferry",75111,75001,1,"NULL","NULL","NULL","BOULEVARD","NULL","JULES FERRY",15,151,15112,"O","M",1924,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750001064,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:54.000Z",750004358
491,753003179,"JARDIN 80 RUE SAINT MARTIN","Jardin 80 Rue Saint Martin",75104,75004,80,"NULL","NULL","NULL","RUE","NULL","SAINT MARTIN",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000004,750004969,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004489
492,753002824,"PROMENADE PLANTÉE - RUE DU SAHEL","Promenade Plantée - Rue du Sahel",75112,75002,2,"NULL","NULL","NULL","RUE","NULL","SAHEL",15,151,15112,"O","M",1989,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000012,750005468,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004769
493,753002574,"JARDIN PARTAGE CHOISY","Jardin partagé Choisy",75113,75003,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15113,"N","A",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750005353,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750003953
494,753003074,"SQUARE CARPEAUX","Square Carpeaux",75118,75008,23,"NULL","NULL","NULL","RUE","NULL","CARPEAUX",15,151,15112,"O","M",1907,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002632,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:53.000Z",750004073
495,753002926,"JARDIN NOËL BALLAY","Jardin Noël Ballay",75120,75000,0,"NULL","NULL","NULL","NULL","NULL","NULL",15,151,15112,"O","M",2007,"NULL","NULL","NULL","NULL","37","O","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000020,750003168,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:55.000Z",750004878
496,753003110,"SQUARE LOUISE DE MARILLAC","Square Louise de Marillac",75118,75008,1,"NULL","NULL","NULL","PLACE","NULL","CHAPELLE",15,151,15112,"O","M",1862,"NULL","NULL","NULL","NULL","37","N","38","O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750002648,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-06-15T11:20:52.000Z",750004099
