OBJECTID,N_SQ_EP,L_EP_MAJ,L_EP_MIN,C_CAINSEE,C_POSTAL,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,C_NIV1,C_NIV2,C_NIV3,B_PUBLIC,C_GESTION,D_ANNEE_CR,B_SITE,B_MONUMENT,B_LOGISTIQ,L_INF_COMP,LIB_QL1,VAL_QL1,LIB_QL2,VAL_QL2,LIB_QL3,VAL_QL3,LIB_QN1,VAL_QN1,LIB_QN2,VAL_QN2,LIB_QN3,VAL_QN3,N_SQ_CO,N_SQ_AR,N_SQ_EE,B_LOCAL,B_TERRITOR,B_METROPOL,C_MET,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,N_SQ_IR
130,943006053,"PARC DU PARANGON","Parc du Parangon",94042,94340,0,"NULL","NULL","NULL","BOULEVARD","DU","MARECHAL LECLERC",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000105,0,940012583,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",940001458
131,923005259,"PARC DE BOULOGNE EDMOND DE ROTHSCHILD","Parc de Boulogne Edmond de Rothschild",92012,92100,3,"NULL","NULL","NULL","RUE","DES","VICTOIRES",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000037,0,920003312,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:34.000Z",920000090
132,923005298,"PARC DE BECON","Parc de Becon",92026,92400,156,"NULL","NULL","NULL","BOULEVARD","NULL","SAINT DENIS",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000029,0,920003309,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",920000254
133,933006410,"PARC DE LA GARENNE","Parc de la Garenne",93074,93410,0,"NULL","NULL","NULL","RUE","DE","MONTAUBAN",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000091,0,930012929,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",930001188
134,753001511,"CENTRE DE LA TERRE - SQUARE JULES VERNE","Centre de la Terre - Square Jules Verne",75111,75011,19,"b","NULL","NULL","RUE","DE L'","ORILLON",15,151,15113,"N","A",2002,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000011,750005354,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",750004322
135,923005241,"PARC DE LA MAISON DE CHÂTEAUBRIAND","Parc de la Maison de Châteaubriand",92019,92290,87,"NULL","NULL","NULL","RUE","DE","CHATEAUBRIAND",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000055,0,920003184,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:34.000Z",920003017
136,943006081,"PARC DÉPARTEMENTAL DES CORMAILLES","Parc Départemental des Cormailles",94041,94200,0,"NULL","NULL","NULL","AVENUE","NULL","GEORGES GOSNAT",15,151,15112,"O","D",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000107,0,940003378,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",940003593
137,933006159,"PARC JACQUES DUCLOS","Parc Jacques Duclos",93029,93700,86,"NULL","NULL","NULL","RUE","NULL","SADI CARNOT",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000071,0,930003246,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",930001980
138,923005309,"PARC VICTOR ROY","Parc Victor Roy",92035,92250,0,"NULL","NULL","NULL","RUE","NULL","SARTORIS",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000028,0,920004122,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920000302
139,923005265,"PARC DE LA MARTINIERE","Parc de la Martiniere",92022,92370,0,"NULL","NULL","NULL","RUE","DU","COTEAU",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000047,0,920001806,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920002827
140,753001553,"SERRE AUX LÉGUMES","Serre aux Légumes",75119,75019,57,"NULL","NULL","NULL","AVENUE","DE","FLANDRE",15,151,15113,"N","A",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000019,750002899,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",750004113
141,933006337,"PARC COMMUNAL DE ROMAINVILLE","Parc Communal de Romainville",93063,93230,0,"NULL","NULL","NULL","ALLEE","NULL","BELLEVUE",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000085,0,930003152,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",930002376
142,933006285,"PARC DES ECONDEAUX-BERLIOZ","Parc des Econdeaux-berlioz",93031,93800,0,"NULL","NULL","NULL","AVENUE","NULL","LEON BLUM",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000063,0,930003384,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",930000837
143,933006411,"PARC ALEXANDRE BOUCHER","Parc Alexandre Boucher",93074,93410,0,"NULL","NULL","NULL","RUE","NULL","ALEXANDRE BOUCHER",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000091,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",930001187
144,923005284,"PARC HENRI SELLIER","Parc Henri Sellier",92024,92110,0,"NULL","NULL","NULL","PASSAGE","DES","GRANGES",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000146,0,920003235,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",920002333
145,753001548,"ECO BOX","Eco Box",75118,75018,7,"NULL","NULL","NULL","IMPASSE","DE LA","CHAPELLE",15,151,15113,"N","A",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000018,750004871,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",750004857
146,943006215,"PARC DÉPARTEMENTAL DES HAUTES BRUYERES","Parc Départemental des Hautes Bruyeres",94076,94800,0,"NULL","NULL","NULL","RUE","DE","VERDUN",15,151,15112,"O","D",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000117,0,940012817,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",940003109
147,923005257,"JARDIN DÉPARTEMENTAL ALBERT KAHN","Jardin Départemental Albert Kahn",92012,92100,14,"NULL","NULL","NULL","RUE","DU","PORT",15,151,15112,"O","D",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000037,0,920002524,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:29.000Z",920000091
148,923005333,"PARC DES MONTALETS","Parc des Montalets",92048,92190,0,"NULL","NULL","NULL","BOULEVARD","NULL","ANATOLE FRANCE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000045,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",920002871
149,923005194,"PARC COSSON","Parc Cosson",92007,92220,0,"NULL","NULL","NULL","RUE","NULL","GABRIEL COSSON",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000050,0,920013590,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",920002954
150,923005421,"PARC DES LANDES","Parc des Landes",92073,92150,0,"NULL","NULL","NULL","AVENUE","NULL","LEON BERNARD",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000034,0,920003390,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920002654
151,923005264,"PARC FORESTIER DE LA MARE ADAM","Parc Forestier de la Mare Adam",92022,92370,0,"NULL","NULL","NULL","ROUTE","DES","HUIT BOUTEILLES",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000047,0,920003211,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920002849
152,923005243,"PARC DU SOUVENIR FRANÇAIS","Parc du Souvenir Français",92019,92290,26,"NULL","NULL","NULL","RUE","DU","DOCTEUR LE SAVOUREUX",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000055,0,920007564,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920003026
153,753001543,"JARDIN PARTAGÉ DES PÉRICHAUX","Jardin Partagé des Périchaux",75115,75015,17,"NULL","NULL","NULL","RUE","DES","PERICHAUX",15,151,15113,"N","A",1974,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000015,750004870,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",750004813
154,933006425,"PARC DE LA FERME DE LA BUTTE DE MONTCELEUX","Parc de la Ferme de la Butte de Montceleux",93071,93270,0,"NULL","NULL","NULL","RUE","NULL","GABRIEL PERI",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000068,0,930013349,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",930001807
155,943006196,"PARC SAUVAGE","Parc Sauvage",94078,94190,0,"NULL","NULL","NULL","AVENUE","NULL","DELETANG",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000144,0,940003296,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",940001675
156,933006350,"PARC BELLEVUE","Parc Bellevue",93046,93190,0,"NULL","NULL","NULL","RUE","DU","DOCTEUR HERPIN",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000072,0,930003269,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:29.000Z",930000883
157,923005273,"PARC DE LA MAISON BLANCHE","Parc de la Maison Blanche",92023,92140,0,"NULL","NULL","NULL","RUE","NULL","GABRIEL PERI",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000048,0,920003358,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",920000174
158,923005339,"BOIS DE LA GARENNE","Bois de la Garenne",92060,92350,0,"NULL","NULL","NULL","RUE","NULL","PAUL RIVET",15,151,15111,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000052,0,920000116,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:29.000Z",920002971
159,933006381,"PARC HENRI BARBUSSE","Parc Henri Barbusse",93055,93500,0,"NULL","NULL","NULL","IMPASSE","DE","ROMAINVILLE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000080,0,930003233,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",930003853
160,943006188,"PARC DÉPARTEMENTALE DU CHAMP SAINT-JULIEN","Parc Départementale du Champ Saint-Julien",94074,94460,0,"NULL","NULL","NULL","AVENUE","DU","CHAMP SAINT JULIEN",15,151,15112,"O","D",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000127,0,940003195,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",940005029
161,923005367,"PARC DES CHENEVREUX","Parc des Chenevreux",92050,92000,0,"NULL","NULL","NULL","RUE","DES","CHENEVREUX",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000026,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",920000413
162,923005378,"PARC DE BRIMBORION","Parc de Brimborion",92072,92310,0,"NULL","NULL","NULL","AVENUE","DE LA","DIVISION LECLERC",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000040,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",920002813
163,943006241,"PARC DANIEL FERY","Parc Daniel Fery",94081,94400,0,"NULL","NULL","NULL","RUE","DES","GRANGES",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000115,0,940003155,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",940001719
164,923005354,"PARC DE LA FERME","Parc de la Ferme",92040,92130,0,"NULL","NULL","NULL","ALLEE","DE LA","FERME",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000041,0,0,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:29.000Z",920000339
165,933006370,"PARC DE LA RÉPUBLIQUE","Parc de la République",93059,93380,0,"NULL","NULL","NULL","RUE","DE LA","REPUBLIQUE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000060,0,930003362,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",930001035
166,923005283,"PARC MOZART","Parc Mozart",92024,92110,0,"NULL","NULL","NULL","RUE","NULL","MOZART",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000146,0,920003267,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",920000204
167,933006287,"PARC DES SPORTS","Parc des Sports",93031,93800,0,"NULL","NULL","NULL","AVENUE","DE","LATTRE DE TASSIGNY",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000063,0,930003277,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:29.000Z",930000837
168,753003210,"JARDIN PARTAGE DES LONGUES RAIES","Jardin Partagé des Longues Raies",75113,75013,28,"NULL","NULL","NULL","RUE","DES","LONGUES RAIES",15,151,15113,"O","M",2014,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",750001537,750000013,750005298,"NULL","NULL","NULL","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",750004854
169,923005334,"PARC DU TRONCHET","Parc du Tronchet",92048,92190,0,"NULL","NULL","NULL","ROUTE","DU","TRONCHET",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000045,0,920003212,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",920000382
170,933006360,"PARC DU LAC DU CUR","Parc du Lac du Cur",93051,93160,0,"NULL","NULL","NULL","PROMENADE","DES","MARES DIMANCHE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000217,0,930009169,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",930005025
171,923005355,"PARC DE LA RÉSISTANCE","Parc de la Résistance",92040,92130,0,"NULL","NULL","NULL","ALLEE","NULL","SAINTE LUCIE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000041,0,920006193,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",920005007
172,923005366,"PARC DU CHEMIN DE L'ILE","Parc du Chemin de l'Ile",92050,92000,0,"NULL","NULL","NULL","AVENUE","NULL","HOCHE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000026,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920002750
173,943006016,"PARC DÉPARTEMENTAL PETIT LE ROY","Parc Départemental Petit Le Roy",94021,94550,0,"NULL","NULL","NULL","RUE","NULL","PETIT LE ROY",15,151,15112,"O","D",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000124,0,940003487,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",940003124
174,943006170,"PARC MOULIN BRULE","Parc Moulin Brule",94046,94700,47,"NULL","NULL","NULL","AVENUE","NULL","FOCH",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000111,0,940002514,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",940003381
175,943006240,"PARC DU COTEAU","Parc du Coteau",94081,94400,0,"NULL","NULL","NULL","RUE","DES","PAPELOTS",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000115,0,940003422,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",940001734
176,923005337,"JARDIN DE LA MAISON D'ARMANDE BEJART","Jardin de la Maison d'armande Bejart",92048,92190,11,"NULL","NULL","NULL","RUE","DES","PIERRES",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000045,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:34.000Z",920002850
177,943006235,"PARC PAUL CÉZANNE","Parc Paul Cézanne",94079,94350,0,"NULL","NULL","NULL","ALLEE","NULL","PAUL CEZANNE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000207,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",940003651
178,933006180,"PARC EMILE ZOLA","Parc Emile Zola",93005,93600,0,"NULL","NULL","NULL","RUE","NULL","PIERRE GASTAUD",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000059,0,930003207,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",930001883
179,933006185,"PARC DÉPARTEMENTAL DU SAUSSET","Parc Départemental du Sausset",93005,93600,0,"NULL","NULL","NULL","AVENUE","NULL","RAOUL DUFY",15,151,15112,"O","D",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000059,0,930003202,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",930000645
180,933006343,"LA VOIE LAMARQUE","La Voie Lamarque",93049,93360,0,"NULL","NULL","NULL","PLACE","NULL","JEAN MERMOZ",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000185,0,0,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",930000950
181,943006044,"PARC CARDINAL DE RICHELIEU","Parc Cardinal de Richelieu",94018,94220,0,"NULL","NULL","NULL","RUE","NULL","ETIENNE MEHUL",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000106,0,940002558,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",940003602
182,943006186,"SQUARE DU REGARD","Square du Regard",94065,94150,0,"NULL","NULL","NULL","RUE","DU","REGARD",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000133,0,940004138,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",940003157
183,923005392,"PARC MUNICIPAL","Parc Municipal",92078,92390,0,"NULL","NULL","NULL","AVENUE","DU","GENERAL LECLERC",15,151,15112,"O","M",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000022,0,920013384,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920002372
184,923005345,"PARC DU MOULIN FIDEL","Parc du Moulin Fidel",92060,92350,0,"NULL","NULL","NULL","RUE","DU","MOULIN FIDEL",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000052,0,920003185,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",920003011
185,933006436,"PARC URBAIN","Parc Urbain",93078,93420,0,"NULL","NULL","NULL","AVENUE","NULL","CHARLEMAGNE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000058,0,930010257,"O","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:29.000Z",930001786
186,933006421,"PARC DES SŒURS","Parc des Sœurs",93071,93270,0,"NULL","NULL","NULL","RUE","NULL","LUCIEN SPORTISSE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000068,0,930003396,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",930001815
187,933006366,"ARBORETUM","Arboretum",93047,93370,0,"NULL","NULL","NULL","BOULEVARD","DE L'","EUROPE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000081,0,930003251,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",930000897
188,943006072,"PARC D'OUREM","Parc d'Ourem",94059,94420,36,"NULL","NULL","NULL","AVENUE","NULL","ARDOUIN",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000213,0,940007260,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",940001549
189,933006333,"PARC DE LA HAUTE ILE","Parc de la Haute Ile",93050,93330,0,"NULL","NULL","NULL","NULL","NULL","LA HAUTE ILE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000096,0,930002532,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:31.000Z",930003723
190,943006180,"PARC GEORGES MELIES","Parc Georges Melies",94054,94310,0,"NULL","NULL","NULL","AVENUE","DE LA","VICTOIRE",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000135,0,940012639,"O","O","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:29.000Z",940001525
191,933006288,"PARC DES BEATUS","Parc des Beatus",93031,93800,0,"NULL","NULL","NULL","RUE","NULL","GUYNEMER",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",930000063,0,930003376,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:32.000Z",930002330
192,943006045,"PARC DE CONFLANS","Parc de Conflans",94018,94220,0,"NULL","NULL","NULL","RUE","DU","SEMINAIRE DE CONFLANS",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",940000106,0,940012993,"N","N","N","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:30.000Z",940003600
193,923005312,"PARC SAINTE-BARBE","Parc Sainte-Barbe",92032,92260,0,"NULL","NULL","NULL","AVENUE","NULL","JEANNE ET MAURICE DOLIVET",15,151,15112,"NULL","NULL",0,"NULL","NULL","NULL","NULL","37","NULL","38","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",920000051,0,920003295,"O","O","O","NULL","NULL","NULL","BEAUREGA","2017-05-03T15:35:33.000Z",920002961
