57,752002756,CENTRE MATERNEL,Centre Maternel,75119,75019,58,NULL,NULL,NULL,Rue,NULL,ARCHEREAU,Culture et Loisirs,"Apprentissage, Pratique amateur",Ecole centre de loisirs,Oui,Municipalité/Commune,NULL,NULL,NULL,Catégorie centre de loisirs,1,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,750001537,750000019,750002932
58,752002653,CENTRE MATERNEL,Centre Maternel,75117,75017,28,NULL,NULL,NULL,Rue,NULL,BROCHANT,Culture et Loisirs,"Apprentissage, Pratique amateur",Ecole centre de loisirs,Oui,Municipalité/Commune,NULL,NULL,NULL,Catégorie centre de loisirs,1,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,750001537,750000017,750002519
59,923000491,MAISON DES JEUNES LE COFFRE À JOUER,Maison des Jeunes Le Coffre à Jouer,92009,92270,50,NULL,NULL,NULL,Rue,NULL,RASPAIL,Culture et Loisirs,Mémoire et documentation,Ludothèque,NULL,NULL,NULL,NULL,NULL,Catégorie bibliothèque,NULL,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,920000025,0,0
60,752003508,LUDOTHÈQUE LE PETIT NEY,Ludothèque le Petit Ney,75118,75018,10,NULL,NULL,NULL,Avenue,NULL,PORTE MONTMARTRE,Culture et Loisirs,Mémoire et documentation,Ludothèque,Oui,Municipalité/Commune,NULL,NULL,NULL,Catégorie bibliothèque,3,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,750001537,750000018,0
61,753000950,CREADANSE - DANSE,Creadanse - Danse,75116,75016,122,NULL,NULL,NULL,Boulevard,NULL,MURAT,Culture et Loisirs,"Apprentissage, Pratique amateur","Ecoles de musique, Ecole de danse",Non,NULL,NULL,NULL,NULL,Catégorie centre de loisirs,NULL,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,750001537,750000016,0
62,752003783,THÉÂTRE ARTISTIC ATHEVAINS,Théâtre Artistic Athevains,75111,75011,45,bis,NULL,NULL,Rue,NULL,RICHARD LENOIR,Culture et Loisirs,"Exposition, spectacles culturels",Théâtre,Non,NULL,NULL,NULL,NULL,Taille/Envergure,2,NULL,NULL,NULL,NULL,Capacité d'acceuil,330,NULL,NULL,NULL,NULL,750001537,750000011,0
63,753000829,PETER GOSS - DANSE,Peter Goss - Danse,75110,75010,7,NULL,NULL,NULL,Rue,des,PETITES ECURIES,Culture et Loisirs,"Apprentissage, Pratique amateur","Ecoles de musique, Ecole de danse",Non,NULL,NULL,NULL,NULL,Catégorie centre de loisirs,NULL,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,750001537,750000010,0
64,753001528,ATELIERS-LOGEMENTS PLASTICIENS N.LOG,Ateliers-Logements Plasticiens N.LOG,75111,75011,165,NULL,NULL,NULL,Rue,de,CHARONNE,Culture et Loisirs,"Apprentissage, Pratique amateur",Atelier d'artistes,Oui,Municipalité/Commune,1977,NULL,NULL,Catégorie centre de loisirs,NULL,NULL,NULL,NULL,NULL,Nombre d'inscrits,4,NULL,NULL,NULL,NULL,750001537,750000011,0
65,923001377,LUDOTHÈQUE MUNICIPALE,Ludothèque Municipale,92040,92130,18,NULL,NULL,NULL,Rue,NULL,ABBE DERRY,Culture et Loisirs,Mémoire et documentation,Ludothèque,Oui,Municipalité/Commune,NULL,NULL,NULL,Catégorie bibliothèque,NULL,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,920000041,0,0
66,753000081,MAISON DE RADIO FRANCE,Maison de Radio France,75116,75016,116,NULL,NULL,NULL,Avenue,du,PRESIDENT KENNEDY,Culture et Loisirs,Audiovisuel,"France Télévision, Maison de Radio-France",Oui,Etat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,750001537,750000016,750002234
67,752002399,CENTRE ELÉMENTAIRE,Centre Elémentaire,75111,75011,4,NULL,NULL,NULL,Rue,NULL,KELLER,Culture et Loisirs,"Apprentissage, Pratique amateur",Ecole centre de loisirs,Oui,Municipalité/Commune,NULL,NULL,NULL,Catégorie centre de loisirs,2,NULL,NULL,NULL,NULL,Nombre d'inscrits,NULL,NULL,NULL,NULL,NULL,750001537,750000011,750001156
