1,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
2,Piste cyclable,,,En service,92040,92040,,,,,,,,,,
3,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
4,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
5,Piste cyclable,,,En service,75112,75112,,,,,,,,,,
6,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
7,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
8,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
9,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
10,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
11,Piste cyclable,RTE DU POINT DU JOUR A BAGATELLE,RTE DU POINT DU JOUR A BAGATELLE,En service,75116,75116,75016,75016,,,,,,,,
12,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
13,Piste cyclable,ALL JEAN SABLON,ALL JEAN SABLON,En service,75116,75116,75016,75016,,,,,,,,
14,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
15,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
16,Piste cyclable,ALL DES ERABLES,ALL DES ERABLES,En service,75116,75116,75016,75016,,,,,,,,
17,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
18,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
19,Piste cyclable,,,En service,75119,75119,75019,75019,,,,,,,,
20,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
21,Piste cyclable,,,En service,75120,75120,75020,75020,,,,,,,,
22,Piste cyclable,,,En service,75119,75119,75019,75019,,,,,,,,
23,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
24,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
25,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
26,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
27,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
28,Piste cyclable,,,En service,94042,94042,94340,94340,,,,,,,,
29,Piste cyclable,,,En service,94042,94042,94340,94340,,,,,,,,
30,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
31,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
32,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
33,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
34,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
35,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
36,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
37,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
38,Piste cyclable,AV DU TRONE,AV DU TRONE,En service,75112,75112,75012,75012,,,,,,,,
39,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
40,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
41,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
42,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
43,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
44,Piste cyclable,,,En service,,,,,,,,,,,,
45,Piste cyclable,,,En service,75108,75108,75008,75008,,,,,,,,
46,Piste cyclable,,,En service,75108,75108,75008,75008,,,,,,,,
47,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
48,Piste cyclable,,,En service,,,,,,,,,,,,
49,Piste cyclable,,,En service,,,,,,,,,,,,
50,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
51,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
52,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
53,Piste cyclable,,,En service,75114,75114,75014,75014,,,,,,,,
54,Piste cyclable,,,En service,75114,75114,75014,75014,,,,,,,,
55,Piste cyclable,,,En service,75114,75114,75014,75014,,,,,,,,
56,Piste cyclable,,,En service,75114,75114,75014,75014,,,,,,,,
57,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
58,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
59,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
60,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
61,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
62,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
63,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
64,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
65,Piste cyclable,,,En service,75109,75109,75009,75009,,,,,,,,
66,Piste cyclable,,,En service,75114,75114,75014,75014,,,,,,,,
67,Piste cyclable,,,En service,,,,,,,,,,,,
68,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
69,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
70,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
71,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
72,Piste cyclable,,,En service,,,,,,,,,,,,
73,Piste cyclable,,,En service,,,,,,,,,,,,
74,Piste cyclable,,,En service,,,,,,,,,,,,
75,Piste cyclable,,,En service,,,,,,,,,,,,
76,Piste cyclable,,,En service,,,,,,,,,,,,
77,Piste cyclable,,,En service,,,,,,,,,,,,
78,Piste cyclable,,,En service,,,,,,,,,,,,
79,Piste cyclable,,,En service,,,,,,,,,,,,
80,Piste cyclable,,,En service,,,,,,,,,,,,
81,Piste cyclable,,,En service,,,,,,,,,,,,
82,Piste cyclable,,,En service,,,,,,,,,,,,
83,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
84,Piste cyclable,,,En service,,,,,,,,,,,,
85,Piste cyclable,,,En service,,,,,,,,,,,,
86,Piste cyclable,,,En service,,,,,,,,,,,,
87,Piste cyclable,,,En service,,,,,,,,,,,,
88,Piste cyclable,,,En service,,,,,,,,,,,,
89,Piste cyclable,,,En service,,,,,,,,,,,,
90,Piste cyclable,,,En service,,,,,,,,,,,,
91,Piste cyclable,,,En service,,,,,,,,,,,,
92,Piste cyclable,,,En service,,,,,,,,,,,,
93,Piste cyclable,,,En service,,,,,,,,,,,,
94,Piste cyclable,,,En service,,,,,,,,,,,,
95,Piste cyclable,,,En service,,,,,,,,,,,,
96,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
97,Piste cyclable,,,En service,,,,,,,,,,,,
98,Piste cyclable,,,En service,,,,,,,,,,,,
99,Piste cyclable,,,En service,,,,,,,,,,,,
100,Piste cyclable,,,En service,,,,,,,,,,,,
101,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
102,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
103,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
104,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
105,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
106,Piste cyclable,,,En service,94042,94042,94340,94340,,,,,,,,
107,Piste cyclable,,,En service,,,,,,,,,,,,
108,Piste cyclable,,,En service,,,,,,,,,,,,
109,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
110,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
111,Piste cyclable,,,En service,,,,,,,,,,,,
112,Piste cyclable,,,En service,,,,,,,,,,,,
113,Piste cyclable,,,En service,,,,,,,,,,,,
114,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
115,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
116,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
117,Piste cyclable,,,En service,,,,,,,,,,,,
118,Piste cyclable,,,En service,,,,,,,,,,,,
119,Piste cyclable,,,En service,,,,,,,,,,,,
120,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
121,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
122,Piste cyclable,,,En service,,,,,,,,,,,,
123,Piste cyclable,,,En service,,,,,,,,,,,,
124,Piste cyclable,,,En service,,,,,,,,,,,,
125,Piste cyclable,,,En service,,,,,,,,,,,,
126,Piste cyclable,,,En service,,,,,,,,,,,,
127,Piste cyclable,,,En service,,,,,,,,,,,,
128,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
129,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
130,Piste cyclable,,,En service,,,,,,,,,,,,
131,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
132,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
133,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
134,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
135,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
136,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
137,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
138,Piste cyclable,,,En service,,,,,,,,,,,,
139,Piste cyclable,ALL DES ERABLES,ALL DES ERABLES,En service,75116,75116,75016,75016,,,,,,,,
140,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
141,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
142,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
143,Piste cyclable,BD DE LA GUYANE,BD DE LA GUYANE,En service,75112,75112,75012,75012,,,,,,,,
144,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
145,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
146,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
147,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
148,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
149,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
150,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
151,Piste cyclable,,,En service,92073,92073,92150,92150,,,,,,,,
152,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
153,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
154,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
155,Piste cyclable,,,En service,93008,93008,93000,93000,,,,,,,,
156,Piste cyclable,,,En service,,,,,,,,,,,,
157,Piste cyclable,,,En service,92046,92046,92240,92240,ROUTNOMM0000000334888485,,,,,,,Promenade des Vallons de la Bièvre
158,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
159,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
160,Piste cyclable,RTE DE LA LONGUE QUEUE,RTE DE LA LONGUE QUEUE,En service,75116,75116,,,,,,,,,,
161,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
162,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
163,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
164,Piste cyclable,,,En service,,,,,,,,,,,,
165,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
166,Piste cyclable,,,En service,92073,92073,92150,92150,,,,,,,,
167,Piste cyclable,,,En service,92073,92073,92150,92150,,,,,,,,
168,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
169,Piste cyclable,ALL DES ERABLES,ALL DES ERABLES,En service,75116,75116,75016,75016,,,,,,,,
170,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
171,Piste cyclable,,,En service,75116,75116,,,ROUTNOMM0000000294558588,,,,,Allée de Longchamp,,
172,Piste cyclable,RTE DU POINT DU JOUR A BAGATELLE,RTE DU POINT DU JOUR A BAGATELLE,En service,75116,75116,75016,75016,,,,,,,,
