173,Piste cyclable,RTE DU POINT DU JOUR A BAGATELLE,RTE DU POINT DU JOUR A BAGATELLE,En service,75116,75116,75016,75016,,,,,,,,
174,Piste cyclable,,,En service,75107,75107,75007,75007,,,,,,,,
175,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
176,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
177,Piste cyclable,RTE DES DAMES,RTE DES DAMES,En service,75112,75112,75012,75012,,,,,,,,
178,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
179,Piste cyclable,RTE NOUVELLE,RTE NOUVELLE,En service,75112,75112,75012,75012,,,,,,,,
180,Piste cyclable,,,En service,92051,92051,92200,92200,,,,,,,,
181,Piste cyclable,,,En service,92040,92040,,,,,,,,,,
182,Piste cyclable,,,En service,92026,92026,92400,92400,,,,,,,,
183,Piste cyclable,,,En service,92040,92040,,,,,,,,,,
184,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
185,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
186,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
187,Piste cyclable,CHE DES VIEUX CHENES,CHE DES VIEUX CHENES,En service,75116,75116,75016,75016,,,,,,,,
188,Piste cyclable,ALL DAVIA,ALL DAVIA,En service,75116,75116,75016,75016,,,,,,,,
189,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
190,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
191,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
192,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
193,Piste cyclable,,,En service,94042,94042,94340,94340,,,,,,,,
194,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
195,Piste cyclable,,,En service,94042,94042,,,,,,,,,,
196,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
197,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
198,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
199,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
200,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
201,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
202,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
203,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
204,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
205,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
206,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
207,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
208,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
209,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
210,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
211,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
212,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
213,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
214,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
215,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
216,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
217,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
218,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
219,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
220,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
221,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
222,Piste cyclable,,,En service,94046,94046,94700,94700,,,,,,,,
223,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
224,Piste cyclable,,,En service,,,,,,,,,,,,
225,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
226,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
227,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
228,Piste cyclable,,,En service,75114,75114,75014,75014,,,,,,,,
229,Piste cyclable,,,En service,,,,,,,,,,,,
230,Piste cyclable,,,En service,,,,,,,,,,,,
231,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
232,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
233,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
234,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
235,Piste cyclable,,,En service,75116,75116,75116,75116,,,,,,,,
236,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
237,Piste cyclable,,,En service,94069,94069,94410,94410,,,,,,,,
238,Piste cyclable,,,En service,75114,75114,75014,75014,,,,,,,,
239,Piste cyclable,,,En service,,,,,,,,,,,,
240,Piste cyclable,,,En service,75118,75118,75018,75018,,,,,,,,
241,Piste cyclable,,,En service,94042,94042,94340,94340,,,,,,,,
242,Piste cyclable,,,En service,,,,,,,,,,,,
243,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
244,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
245,Piste cyclable,,,En service,,,,,,,,,,,,
246,Piste cyclable,,,En service,,,,,,,,,,,,
247,Piste cyclable,,,En service,,,,,,,,,,,,
248,Piste cyclable,,,En service,,,,,,,,,,,,
249,Piste cyclable,,,En service,,,,,,,,,,,,
250,Piste cyclable,,,En service,,,,,,,,,,,,
251,Piste cyclable,,,En service,,,,,,,,,,,,
252,Piste cyclable,,,En service,,,,,,,,,,,,
253,Piste cyclable,,,En service,75117,75117,75017,75017,,,,,,,,
254,Piste cyclable,,,En service,,,,,,,,,,,,
255,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
256,Piste cyclable,,,En service,,,,,,,,,,,,
257,Piste cyclable,,,En service,,,,,,,,,,,,
258,Piste cyclable,,,En service,,,,,,,,,,,,
259,Piste cyclable,,,En service,,,,,,,,,,,,
260,Piste cyclable,,,En service,,,,,,,,,,,,
261,Piste cyclable,,,En service,,,,,,,,,,,,
262,Piste cyclable,,,En service,,,,,,,,,,,,
263,Piste cyclable,,,En service,,,,,,,,,,,,
264,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
265,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
266,Piste cyclable,,,En service,,,,,,,,,,,,
267,Piste cyclable,,,En service,,,,,,,,,,,,
268,Piste cyclable,,,En service,,,,,,,,,,,,
269,Piste cyclable,,,En service,,,,,,,,,,,,
270,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
271,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
272,Piste cyclable,,,En service,,,,,,,,,,,,
273,Piste cyclable,,,En service,94042,94042,94340,94340,,,,,,,,
274,Piste cyclable,,,En service,,,,,,,,,,,,
275,Piste cyclable,,,En service,,,,,,,,,,,,
276,Piste cyclable,,,En service,,,,,,,,,,,,
277,Piste cyclable,,,En service,,,,,,,,,,,,
278,Piste cyclable,,,En service,75118,75118,75018,75018,,,,,,,,
279,Piste cyclable,,,En service,75119,75119,75019,75019,,,,,,,,
280,Piste cyclable,,,En service,,,,,,,,,,,,
281,Piste cyclable,,,En service,75119,75119,75019,75019,,,,,,,,
282,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
283,Piste cyclable,,,En service,75118,75118,75018,75018,,,,,,,,
284,Piste cyclable,,,En service,75115,75115,75015,75015,,,,,,,,
285,Piste cyclable,,,En service,,,,,,,,,,,,
286,Piste cyclable,,,En service,,,,,,,,,,,,
287,Piste cyclable,,,En service,,,,,,,,,,,,
288,Piste cyclable,,,En service,,,,,,,,,,,,
289,Piste cyclable,,,En service,,,,,,,,,,,,
290,Piste cyclable,,,En service,,,,,,,,,,,,
291,Piste cyclable,,,En service,,,,,,,,,,,,
292,Piste cyclable,,,En service,,,,,,,,,,,,
293,Piste cyclable,,,En service,,,,,,,,,,,,
294,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
295,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
296,Piste cyclable,RTE DU POINT DU JOUR A BAGATELLE,RTE DU POINT DU JOUR A BAGATELLE,En service,75116,75116,75016,75016,,,,,,,,
297,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
298,Piste cyclable,,,En service,94041,94041,94200,94200,,,,,,,,
299,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
300,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
301,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
302,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
303,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
304,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
305,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
306,Piste cyclable,,,En service,,,,,,,,,,,,
307,Piste cyclable,,,En service,,,,,,,,,,,,
308,Piste cyclable,,,En service,75110,75110,75010,75010,,,,,,,,
309,Piste cyclable,,,En service,,,,,,,,,,,,
310,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
311,Piste cyclable,,,En service,75116,75116,75116,75116,,,,,,,,
312,Piste cyclable,,,En service,75116,75116,75116,75116,,,,,,,,
313,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
314,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
315,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
316,Piste cyclable,,,En service,75104,75104,75004,75004,,,,,,,,
317,Piste cyclable,,,En service,75119,75119,75019,75019,,,,,,,,
318,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
319,Piste cyclable,,,En service,92062,92062,92800,92800,,,,,,,,
320,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
321,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
322,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
323,Piste cyclable,,,En service,75111,75111,75011,75011,,,,,,,,
324,Piste cyclable,,,En service,92044,92044,92300,92300,,,,,,,,
325,Piste cyclable,,,En service,92044,92044,92300,92300,,,,,,,,
326,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
327,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
328,Piste cyclable,,,En service,92046,92046,92240,92240,ROUTNOMM0000000334888485,,,,,,,Promenade des Vallons de la Bièvre
329,Piste cyclable,RTE DE LA PLAINE,RTE DE LA PLAINE,En service,75112,75112,75012,75012,,,,,,,,
330,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
331,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
332,Piste cyclable,RTE DE LA LONGUE QUEUE,RTE DE LA LONGUE QUEUE,En service,75116,75116,75016,75016,,,,,,,,
333,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
334,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
335,Piste cyclable,,,En service,,,,,,,,,,,,
336,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
337,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
338,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
339,Piste cyclable,,,En service,,,,,,,,,,,,
340,Piste cyclable,RTE DE LA LONGUE QUEUE,RTE DE LA LONGUE QUEUE,En service,75116,75116,,,,,,,,,,
341,Piste cyclable,ALL DE MADRID A NEUILLY,ALL DE MADRID A NEUILLY,En service,75116,75116,75016,75016,,,,,,,,
342,Piste cyclable,,,En service,,,,,,,,,,,,
343,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
344,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
345,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
346,Piste cyclable,,,En service,,,,,,,,,,,,
347,Piste cyclable,,,En service,,,,,,,,,,,,
348,Piste cyclable,ALL DES ERABLES,ALL DES ERABLES,En service,75116,75116,75016,75016,,,,,,,,
349,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
350,Piste cyclable,BD MALESHERBES,BD MALESHERBES,En service,75108,75108,75008,75008,,,,,,,,
351,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
352,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
353,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
354,Piste cyclable,RTE DU POINT DU JOUR A BAGATELLE,RTE DU POINT DU JOUR A BAGATELLE,En service,75116,75116,75016,75016,,,,,,,,
355,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
356,Piste cyclable,AV DU TRONE,AV DU TRONE,En service,75111,75111,75011,75011,,,,,,,,
357,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
358,Piste cyclable,COULEE VERTE RENE DUMONT,COULEE VERTE RENE DUMONT,En service,75112,75112,75012,75012,,,,,,,,
359,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
360,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
361,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
362,Piste cyclable,,,En service,93008,93008,93000,93000,,,,,,,,
363,Piste cyclable,CHE DE HALAGE,CHE DE HALAGE,En service,93055,93055,93500,93500,,,,,,,,
364,Piste cyclable,,,En service,92048,92048,,,,,,,,,,
365,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
366,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
367,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
368,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
369,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
370,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
371,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
372,Piste cyclable,RTE DU POINT DU JOUR A BAGATELLE,RTE DU POINT DU JOUR A BAGATELLE,En service,75116,75116,75016,75016,,,,,,,,
373,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
374,Piste cyclable,,,En service,75116,75116,75016,75016,,,,,,,,
375,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
376,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
377,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
378,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
379,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
380,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
381,Piste cyclable,,,En service,94018,94018,,,,,,,,,,
382,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
383,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
384,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
385,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
386,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
387,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
388,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
389,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
390,Piste cyclable,,,En service,75116,75116,75116,75116,,,,,,,,
391,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
392,Piste cyclable,,,En service,75116,75116,,,,,,,,,,
393,Piste cyclable,,,En service,75113,75113,75013,75013,,,,,,,,
394,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
395,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
396,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
397,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
398,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
399,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
400,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
401,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
402,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
403,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
404,Piste cyclable,,,En service,75112,75112,75012,75012,,,,,,,,
